Academic Year,District ID,District,School ID,School,Subject,Student Group,Grade Level,Number Proficient (Level 3 or 4),Percent Proficient (Level 3 or 4),Number Level 4,Percent Level 4,Number Level 3,Percent Level 3,Number Level 2,Percent Level 2,Number Level 1,Percent Level 1,Number of Participants,Participation Rate
2016-2017,3477,ODE YCEP District,1827,Robert S Farrell High School,Mathematics,Asian,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,1827,Robert S Farrell High School,Mathematics,Black/African American,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,3477,ODE YCEP District,1827,Robert S Farrell High School,Mathematics,Econo. Disadvantaged,All Grades,2,18.2,1,9.1,1,9.1,2,18.2,7,63.6,11,91.7
2016-2017,3477,ODE YCEP District,1827,Robert S Farrell High School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,1827,Robert S Farrell High School,Mathematics,Female,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,1827,Robert S Farrell High School,Mathematics,Hispanic/Latino,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,3477,ODE YCEP District,1827,Robert S Farrell High School,Mathematics,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,1827,Robert S Farrell High School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,1827,Robert S Farrell High School,Mathematics,English Learners,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,3477,ODE YCEP District,1827,Robert S Farrell High School,Mathematics,Male,All Grades,2,18.2,1,9.1,1,9.1,2,18.2,7,63.6,11,91.7
2016-2017,3477,ODE YCEP District,1827,Robert S Farrell High School,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,1827,Robert S Farrell High School,Mathematics,Multi-Racial,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,1827,Robert S Farrell High School,Mathematics,Pacific Islander,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,3477,ODE YCEP District,1827,Robert S Farrell High School,Mathematics,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,1827,Robert S Farrell High School,Mathematics,Students with Disabilities (SWD),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,1827,Robert S Farrell High School,Mathematics,Talented and Gifted (TAG),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,1827,Robert S Farrell High School,Mathematics,Total Population (All Students),All Grades,2,18.2,1,9.1,1,9.1,2,18.2,7,63.6,11,91.7
2016-2017,3477,ODE YCEP District,1827,Robert S Farrell High School,Mathematics,White,All Grades,2,33.3,1,16.7,1,16.7,2,33.3,2,33.3,6,85.7
2016-2017,3477,ODE YCEP District,2385,South Jetty High School,Mathematics,Asian,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,2385,South Jetty High School,Mathematics,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,2385,South Jetty High School,Mathematics,Econo. Disadvantaged,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,3477,ODE YCEP District,2385,South Jetty High School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,2385,South Jetty High School,Mathematics,Female,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,2385,South Jetty High School,Mathematics,Hispanic/Latino,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,3477,ODE YCEP District,2385,South Jetty High School,Mathematics,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,2385,South Jetty High School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,2385,South Jetty High School,Mathematics,English Learners,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,2385,South Jetty High School,Mathematics,Male,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,3477,ODE YCEP District,2385,South Jetty High School,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,2385,South Jetty High School,Mathematics,Multi-Racial,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,3477,ODE YCEP District,2385,South Jetty High School,Mathematics,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,2385,South Jetty High School,Mathematics,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,2385,South Jetty High School,Mathematics,Students with Disabilities (SWD),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,2385,South Jetty High School,Mathematics,Talented and Gifted (TAG),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,2385,South Jetty High School,Mathematics,Total Population (All Students),All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,3477,ODE YCEP District,2385,South Jetty High School,Mathematics,White,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,3477,ODE YCEP District,4609,Three Lakes High School,Mathematics,Asian,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,4609,Three Lakes High School,Mathematics,Black/African American,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,3477,ODE YCEP District,4609,Three Lakes High School,Mathematics,Econo. Disadvantaged,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,3477,ODE YCEP District,4609,Three Lakes High School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,4609,Three Lakes High School,Mathematics,Female,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,3477,ODE YCEP District,4609,Three Lakes High School,Mathematics,Hispanic/Latino,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,3477,ODE YCEP District,4609,Three Lakes High School,Mathematics,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,4609,Three Lakes High School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,4609,Three Lakes High School,Mathematics,English Learners,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,3477,ODE YCEP District,4609,Three Lakes High School,Mathematics,Male,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,4609,Three Lakes High School,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,4609,Three Lakes High School,Mathematics,Multi-Racial,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,4609,Three Lakes High School,Mathematics,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,4609,Three Lakes High School,Mathematics,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,4609,Three Lakes High School,Mathematics,Students with Disabilities (SWD),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,4609,Three Lakes High School,Mathematics,Talented and Gifted (TAG),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,4609,Three Lakes High School,Mathematics,Total Population (All Students),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,3477,ODE YCEP District,4609,Three Lakes High School,Mathematics,White,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,3477,ODE YCEP District,4588,Trask River High School,Mathematics,Asian,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,4588,Trask River High School,Mathematics,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,4588,Trask River High School,Mathematics,Econo. Disadvantaged,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,3477,ODE YCEP District,4588,Trask River High School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,4588,Trask River High School,Mathematics,Female,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,4588,Trask River High School,Mathematics,Hispanic/Latino,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,4588,Trask River High School,Mathematics,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,4588,Trask River High School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,4588,Trask River High School,Mathematics,English Learners,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,4588,Trask River High School,Mathematics,Male,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,3477,ODE YCEP District,4588,Trask River High School,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,4588,Trask River High School,Mathematics,Multi-Racial,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,4588,Trask River High School,Mathematics,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,4588,Trask River High School,Mathematics,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,4588,Trask River High School,Mathematics,Students with Disabilities (SWD),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,4588,Trask River High School,Mathematics,Talented and Gifted (TAG),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,4588,Trask River High School,Mathematics,Total Population (All Students),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,3477,ODE YCEP District,4588,Trask River High School,Mathematics,White,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,3477,ODE YCEP District,1828,William P Lord High School,Mathematics,Asian,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,1828,William P Lord High School,Mathematics,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,1828,William P Lord High School,Mathematics,Econo. Disadvantaged,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,3477,ODE YCEP District,1828,William P Lord High School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,1828,William P Lord High School,Mathematics,Female,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,1828,William P Lord High School,Mathematics,Hispanic/Latino,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,1828,William P Lord High School,Mathematics,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,1828,William P Lord High School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,1828,William P Lord High School,Mathematics,English Learners,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,1828,William P Lord High School,Mathematics,Male,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,3477,ODE YCEP District,1828,William P Lord High School,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,1828,William P Lord High School,Mathematics,Multi-Racial,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,1828,William P Lord High School,Mathematics,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,1828,William P Lord High School,Mathematics,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,1828,William P Lord High School,Mathematics,Students with Disabilities (SWD),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,1828,William P Lord High School,Mathematics,Talented and Gifted (TAG),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,3477,ODE YCEP District,1828,William P Lord High School,Mathematics,Total Population (All Students),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,3477,ODE YCEP District,1828,William P Lord High School,Mathematics,White,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,694,Aiken Elementary School,Mathematics,Asian,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2108,Ontario SD 8C,694,Aiken Elementary School,Mathematics,Black/African American,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,694,Aiken Elementary School,Mathematics,Econo. Disadvantaged,All Grades,43,27.7,8,5.2,35,22.6,54,34.8,58,37.4,156,98.1
2016-2017,2108,Ontario SD 8C,694,Aiken Elementary School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2108,Ontario SD 8C,694,Aiken Elementary School,Mathematics,Female,All Grades,19,28.4,4,6.0,15,22.4,22,32.8,26,38.8,67,97.1
2016-2017,2108,Ontario SD 8C,694,Aiken Elementary School,Mathematics,Hispanic/Latino,All Grades,22,24.7,5,5.6,17,19.1,26,29.2,41,46.1,90,98.9
2016-2017,2108,Ontario SD 8C,694,Aiken Elementary School,Mathematics,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,694,Aiken Elementary School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2108,Ontario SD 8C,694,Aiken Elementary School,Mathematics,English Learners,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2108,Ontario SD 8C,694,Aiken Elementary School,Mathematics,Male,All Grades,24,27.3,4,4.5,20,22.7,32,36.4,32,36.4,89,98.9
2016-2017,2108,Ontario SD 8C,694,Aiken Elementary School,Mathematics,Migrant Education,All Grades,10,29.4,2,5.9,8,23.5,6,17.6,18,52.9,34,94.4
2016-2017,2108,Ontario SD 8C,694,Aiken Elementary School,Mathematics,Multi-Racial,All Grades,6,54.5,0,0.0,6,54.5,2,18.2,3,27.3,11,100.0
2016-2017,2108,Ontario SD 8C,694,Aiken Elementary School,Mathematics,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2108,Ontario SD 8C,694,Aiken Elementary School,Mathematics,SWD with Accommodations,All Grades,1,6.3,0,0.0,1,6.3,4,25.0,11,68.8,16,100.0
2016-2017,2108,Ontario SD 8C,694,Aiken Elementary School,Mathematics,Students with Disabilities (SWD),All Grades,3,15.0,1,5.0,2,10.0,6,30.0,11,55.0,20,95.2
2016-2017,2108,Ontario SD 8C,694,Aiken Elementary School,Mathematics,Talented and Gifted (TAG),All Grades,5,55.6,2,22.2,3,33.3,4,44.4,0,0.0,9,100.0
2016-2017,2108,Ontario SD 8C,694,Aiken Elementary School,Mathematics,Total Population (All Students),All Grades,43,27.7,8,5.2,35,22.6,54,34.8,58,37.4,156,98.1
2016-2017,2108,Ontario SD 8C,694,Aiken Elementary School,Mathematics,White,All Grades,14,28.0,3,6.0,11,22.0,24,48.0,12,24.0,50,96.2
2016-2017,2108,Ontario SD 8C,692,Alameda Elementary School,Mathematics,Asian,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2108,Ontario SD 8C,692,Alameda Elementary School,Mathematics,Black/African American,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,692,Alameda Elementary School,Mathematics,Econo. Disadvantaged,All Grades,76,33.6,28,12.4,48,21.2,81,35.8,69,30.5,226,99.6
2016-2017,2108,Ontario SD 8C,692,Alameda Elementary School,Mathematics,Extended Assessment,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,692,Alameda Elementary School,Mathematics,Female,All Grades,45,36.3,15,12.1,30,24.2,44,35.5,35,28.2,124,99.2
2016-2017,2108,Ontario SD 8C,692,Alameda Elementary School,Mathematics,Hispanic/Latino,All Grades,40,27.0,11,7.4,29,19.6,56,37.8,52,35.1,148,100.0
2016-2017,2108,Ontario SD 8C,692,Alameda Elementary School,Mathematics,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,692,Alameda Elementary School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2108,Ontario SD 8C,692,Alameda Elementary School,Mathematics,English Learners,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2108,Ontario SD 8C,692,Alameda Elementary School,Mathematics,Male,All Grades,31,30.4,13,12.7,18,17.6,37,36.3,34,33.3,102,100.0
2016-2017,2108,Ontario SD 8C,692,Alameda Elementary School,Mathematics,Migrant Education,All Grades,17,31.5,4,7.4,13,24.1,18,33.3,19,35.2,54,100.0
2016-2017,2108,Ontario SD 8C,692,Alameda Elementary School,Mathematics,Multi-Racial,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,692,Alameda Elementary School,Mathematics,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2108,Ontario SD 8C,692,Alameda Elementary School,Mathematics,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2108,Ontario SD 8C,692,Alameda Elementary School,Mathematics,Students with Disabilities (SWD),All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2108,Ontario SD 8C,692,Alameda Elementary School,Mathematics,Talented and Gifted (TAG),All Grades,> 95.0%,> 95.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2108,Ontario SD 8C,692,Alameda Elementary School,Mathematics,Total Population (All Students),All Grades,76,33.6,28,12.4,48,21.2,81,35.8,69,30.5,226,99.6
2016-2017,2108,Ontario SD 8C,692,Alameda Elementary School,Mathematics,White,All Grades,36,48.0,17,22.7,19,25.3,22,29.3,17,22.7,75,98.7
2016-2017,2108,Ontario SD 8C,693,Cairo Elementary School,Mathematics,Asian,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,693,Cairo Elementary School,Mathematics,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2108,Ontario SD 8C,693,Cairo Elementary School,Mathematics,Econo. Disadvantaged,All Grades,21,26.9,4,5.1,17,21.8,24,30.8,33,42.3,78,100.0
2016-2017,2108,Ontario SD 8C,693,Cairo Elementary School,Mathematics,Extended Assessment,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,693,Cairo Elementary School,Mathematics,Female,All Grades,12,26.1,3,6.5,9,19.6,14,30.4,20,43.5,46,100.0
2016-2017,2108,Ontario SD 8C,693,Cairo Elementary School,Mathematics,Hispanic/Latino,All Grades,9,17.6,2,3.9,7,13.7,17,33.3,25,49.0,51,100.0
2016-2017,2108,Ontario SD 8C,693,Cairo Elementary School,Mathematics,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2108,Ontario SD 8C,693,Cairo Elementary School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2108,Ontario SD 8C,693,Cairo Elementary School,Mathematics,English Learners,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2108,Ontario SD 8C,693,Cairo Elementary School,Mathematics,Male,All Grades,9,28.1,1,3.1,8,25.0,10,31.3,13,40.6,32,100.0
2016-2017,2108,Ontario SD 8C,693,Cairo Elementary School,Mathematics,Migrant Education,All Grades,4,13.3,1,3.3,3,10.0,10,33.3,16,53.3,30,100.0
2016-2017,2108,Ontario SD 8C,693,Cairo Elementary School,Mathematics,Multi-Racial,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,693,Cairo Elementary School,Mathematics,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2108,Ontario SD 8C,693,Cairo Elementary School,Mathematics,SWD with Accommodations,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,693,Cairo Elementary School,Mathematics,Students with Disabilities (SWD),All Grades,1,14.3,0,0.0,1,14.3,3,42.9,3,42.9,7,100.0
2016-2017,2108,Ontario SD 8C,693,Cairo Elementary School,Mathematics,Talented and Gifted (TAG),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,693,Cairo Elementary School,Mathematics,Total Population (All Students),All Grades,21,26.9,4,5.1,17,21.8,24,30.8,33,42.3,78,100.0
2016-2017,2108,Ontario SD 8C,693,Cairo Elementary School,Mathematics,White,All Grades,9,39.1,2,8.7,7,30.4,7,30.4,7,30.4,23,100.0
2016-2017,2108,Ontario SD 8C,696,May Roberts Elementary School,Mathematics,Asian,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,696,May Roberts Elementary School,Mathematics,Black/African American,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,696,May Roberts Elementary School,Mathematics,Econo. Disadvantaged,All Grades,63,27.8,16,7.0,47,20.7,80,35.2,84,37.0,229,99.6
2016-2017,2108,Ontario SD 8C,696,May Roberts Elementary School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2108,Ontario SD 8C,696,May Roberts Elementary School,Mathematics,Female,All Grades,23,23.0,6,6.0,17,17.0,38,38.0,39,39.0,102,100.0
2016-2017,2108,Ontario SD 8C,696,May Roberts Elementary School,Mathematics,Hispanic/Latino,All Grades,37,23.1,12,7.5,25,15.6,61,38.1,62,38.8,160,99.4
2016-2017,2108,Ontario SD 8C,696,May Roberts Elementary School,Mathematics,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,696,May Roberts Elementary School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2108,Ontario SD 8C,696,May Roberts Elementary School,Mathematics,English Learners,All Grades,3,8.6,0,0.0,3,8.6,8,22.9,24,68.6,37,97.4
2016-2017,2108,Ontario SD 8C,696,May Roberts Elementary School,Mathematics,Male,All Grades,40,31.5,10,7.9,30,23.6,42,33.1,45,35.4,127,99.2
2016-2017,2108,Ontario SD 8C,696,May Roberts Elementary School,Mathematics,Migrant Education,All Grades,9,15.0,4,6.7,5,8.3,28,46.7,23,38.3,60,98.4
2016-2017,2108,Ontario SD 8C,696,May Roberts Elementary School,Mathematics,Multi-Racial,All Grades,5,50.0,0,0.0,5,50.0,4,40.0,1,10.0,10,100.0
2016-2017,2108,Ontario SD 8C,696,May Roberts Elementary School,Mathematics,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2108,Ontario SD 8C,696,May Roberts Elementary School,Mathematics,SWD with Accommodations,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2108,Ontario SD 8C,696,May Roberts Elementary School,Mathematics,Students with Disabilities (SWD),All Grades,3,13.6,1,4.5,2,9.1,5,22.7,14,63.6,22,95.7
2016-2017,2108,Ontario SD 8C,696,May Roberts Elementary School,Mathematics,Talented and Gifted (TAG),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,696,May Roberts Elementary School,Mathematics,Total Population (All Students),All Grades,63,27.8,16,7.0,47,20.7,80,35.2,84,37.0,229,99.6
2016-2017,2108,Ontario SD 8C,696,May Roberts Elementary School,Mathematics,White,All Grades,18,35.3,3,5.9,15,29.4,15,29.4,18,35.3,53,100.0
2016-2017,2108,Ontario SD 8C,699,Ontario High School,Mathematics,Asian,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,699,Ontario High School,Mathematics,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2108,Ontario SD 8C,699,Ontario High School,Mathematics,Econo. Disadvantaged,All Grades,40,24.8,12,7.5,28,17.4,62,38.5,59,36.6,162,100.0
2016-2017,2108,Ontario SD 8C,699,Ontario High School,Mathematics,Extended Assessment,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,699,Ontario High School,Mathematics,Female,All Grades,21,25.6,4,4.9,17,20.7,35,42.7,26,31.7,82,100.0
2016-2017,2108,Ontario SD 8C,699,Ontario High School,Mathematics,Hispanic/Latino,All Grades,16,17.2,2,2.2,14,15.1,38,40.9,39,41.9,94,100.0
2016-2017,2108,Ontario SD 8C,699,Ontario High School,Mathematics,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,699,Ontario High School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2108,Ontario SD 8C,699,Ontario High School,Mathematics,English Learners,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2108,Ontario SD 8C,699,Ontario High School,Mathematics,Male,All Grades,19,24.1,8,10.1,11,13.9,27,34.2,33,41.8,80,100.0
2016-2017,2108,Ontario SD 8C,699,Ontario High School,Mathematics,Migrant Education,All Grades,8,20.0,1,2.5,7,17.5,18,45.0,14,35.0,40,100.0
2016-2017,2108,Ontario SD 8C,699,Ontario High School,Mathematics,Multi-Racial,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,699,Ontario High School,Mathematics,Pacific Islander,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2108,Ontario SD 8C,699,Ontario High School,Mathematics,SWD with Accommodations,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2108,Ontario SD 8C,699,Ontario High School,Mathematics,Students with Disabilities (SWD),All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2108,Ontario SD 8C,699,Ontario High School,Mathematics,Talented and Gifted (TAG),All Grades,> 95.0%,> 95.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2108,Ontario SD 8C,699,Ontario High School,Mathematics,Total Population (All Students),All Grades,40,24.8,12,7.5,28,17.4,62,38.5,59,36.6,162,100.0
2016-2017,2108,Ontario SD 8C,699,Ontario High School,Mathematics,White,All Grades,18,31.6,6,10.5,12,21.1,20,35.1,19,33.3,57,100.0
